"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_defaultdict_type_conversion","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestDefaultDict","test_defaultdict","",""
"","0","test_01","tests.scenario","Wed Dec 31 14:04:56 UTC 2025","skipped","Wed Dec 31 14:04:56 UTC 2025","TestException","test_exception","",""
"","0","test_one[1年前+1日]","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestAge","test_user","",""
"","0","test_02","tests.unit.decolator","Wed Dec 31 14:04:57 UTC 2025","passed","Wed Dec 31 14:04:57 UTC 2025","","test_decolator","",""
"例外発生時のテスト","51","test_timeit_with_exception","tests.unit.helper","Wed Dec 31 14:04:57 UTC 2025","passed","Wed Dec 31 14:04:57 UTC 2025","TestTimeitContextManager","test_helper","",""
"","0","test_get_class[local-DummyMailer]","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestCase","test_case","",""
"","6","test_delete_expunge","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestTask > TestGetTasksWithDoneInnerJoin > TestExpunge > Test1_1","test_task","",""
"","0","test_01","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","skipped","Wed Dec 31 14:04:58 UTC 2025","","test_search","",""
"","0","test_pydantic_with_orjson_response","tests.unit.api","Wed Dec 31 14:04:56 UTC 2025","skipped","Wed Dec 31 14:04:56 UTC 2025","TestSpeedPydantic","test_pydantic","",""
"","0","test_01[object3]","tests.helpers.tests","Wed Dec 31 14:04:56 UTC 2025","passed","Wed Dec 31 14:04:56 UTC 2025","","test_custom_assert","",""
"","1","test_one[1年前当日]","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestAge","test_user","",""
"","0","test_is_valid_case","tests.unit.helper","Wed Dec 31 14:04:57 UTC 2025","passed","Wed Dec 31 14:04:57 UTC 2025","TestDateTimeResolver > TestIsChronological","test_datetime_resolver","",""
"timeitコンテキストマネージャーのオーバーヘッドテスト","0","test_timeit_overhead","tests.unit.helper","Wed Dec 31 14:04:58 UTC 2025","skipped","Wed Dec 31 14:04:58 UTC 2025","TestTimeitPerformance","test_helper","",""
"","0","test_01[value1-True]","tests.unit.schemas","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestJson","test_json","",""
"","0","test_point[0-100-Y-axis]","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestCase","test_case","",""
"","0","test_get_class[dev-Mailer]","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestCase","test_case","",""
"","0","test_expected_same_token","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","","test_jwt","",""
"","0","test_01[True]","tests.helpers.tests","Wed Dec 31 14:04:56 UTC 2025","passed","Wed Dec 31 14:04:56 UTC 2025","","test_custom_assert","",""
"","6","test_parameter_upper","tests.unit.crud","Wed Dec 31 14:04:57 UTC 2025","passed","Wed Dec 31 14:04:57 UTC 2025","TestUser > TestFindByEmail > TestPartialMatch","test_user","",""
"","0","test_is_valid[aiueo+あいうえお@example.com-False]","tests.unit.schemas","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestCustomEmailStr > TestIsValid","test_common","",""
"","0","test_01","tests.unit.decolator","Wed Dec 31 14:04:57 UTC 2025","passed","Wed Dec 31 14:04:57 UTC 2025","","test_decolator","",""
"","1","test_list_compression","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestForPythonista","test_for_pythonista","",""
"","6","test_parameter_lower","tests.unit.crud","Wed Dec 31 14:04:57 UTC 2025","passed","Wed Dec 31 14:04:57 UTC 2025","TestUser > TestFindByEmail > TestPartialMatch","test_user","",""
"","1","test_01","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestHogeFuga","test_object","",""
"","0","test_not_enough_segments","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","","test_jwt","",""
"","0","test_defaultdict_lambda","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestDefaultDict","test_defaultdict","",""
"","0","test_normal","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","Test","test_inherit_enum","",""
"","1","test_one","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestIterator","test_minors","",""
"","0","test_01[{""value"": {""a"": ""b""}}-False]","tests.unit.schemas","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestJson","test_json","",""
"
pydanticの入力値も必要
","0","test_06","tests.unit.schemas","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestTimezone","test_datetime_serialize","",""
"
Taskを削除したときに子テーブルのDoneも削除すること。
","11","test_delete_at_app","tests.unit.crud","Wed Dec 31 14:04:56 UTC 2025","passed","Wed Dec 31 14:04:56 UTC 2025","TestTaskCascade","test_task","",""
"","0","test_02","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","skipped","Wed Dec 31 14:04:58 UTC 2025","","test_search","",""
"","0","test_repr","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","Test","test_inherit_enum","",""
"","0","test_point[100-0-X-axis]","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestCase","test_case","",""
"","0","test_get_class[prod-Mailer]","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestCase","test_case","",""
"","1","test_01[value2-True]","tests.unit.schemas","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestJson","test_json","",""
"極短時間実行のテスト","1","test_timeit_zero_duration","tests.unit.helper","Wed Dec 31 14:04:57 UTC 2025","passed","Wed Dec 31 14:04:57 UTC 2025","TestTimeitContextManager","test_helper","",""
"","5","test_01","tests.unit.crud","Wed Dec 31 14:04:57 UTC 2025","passed","Wed Dec 31 14:04:57 UTC 2025","TestUserRelationShip","test_user","",""
"","1","test_one[当日]","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestAge","test_user","",""
"","0","test_point[0-0-Origin]","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestCase","test_case","",""
"","0","test_01","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","skipped","Wed Dec 31 14:04:58 UTC 2025","TestNoInspectionAvailable","test_no_inspection_available","",""
"","1","test_serialize","tests.unit.schemas","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestCustomDatetime","test_datetime_serialize","",""
"","4","test_08","tests.unit.schemas","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestTimezone","test_datetime_serialize","",""
"","0","test_01","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","","test_json_assert","",""
"","0","test_01","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestFlatmap","test_flatmap","",""
"","0","test_point[100-100-Somewhere else]","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestCase","test_case","",""
"","47","test_02","tests.unit.crud","Wed Dec 31 14:04:56 UTC 2025","passed","Wed Dec 31 14:04:56 UTC 2025","TestUser > TestDefault","test_user","",""
"
TZありと無しが混在している場合には、UTCとして比較できること
","0","test_mixed_tz_and_not_tz","tests.unit.helper","Wed Dec 31 14:04:57 UTC 2025","passed","Wed Dec 31 14:04:57 UTC 2025","TestDateTimeResolver > TestIsChronological","test_datetime_resolver","",""
"","0","test_is_invalid_case","tests.unit.helper","Wed Dec 31 14:04:57 UTC 2025","passed","Wed Dec 31 14:04:57 UTC 2025","TestDateTimeResolver > TestIsChronological","test_datetime_resolver","",""
"","19","test_done_flag","tests.scenario","Wed Dec 31 14:04:56 UTC 2025","passed","Wed Dec 31 14:04:56 UTC 2025","","test_task","",""
"","0","test_01","tests.unit.schemas","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestNonEmptyList","test_fcc","",""
"
TZを考慮して比較できること
","0","test_mixed_tz","tests.unit.helper","Wed Dec 31 14:04:57 UTC 2025","passed","Wed Dec 31 14:04:57 UTC 2025","TestDateTimeResolver > TestIsChronological","test_datetime_resolver","",""
"","0","test_03","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","skipped","Wed Dec 31 14:04:58 UTC 2025","","test_json_assert","",""
"","0","test_02","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestDefaultParameter","test_default_parameter","",""
"","10","test_get_multiple","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestTask > TestGetTasksWithDoneInnerJoin","test_task","",""
"
直接Taskをdeleteクエリで削除しても、子のDoneは削除されないこと。
","9","test_delete_by_delete_query","tests.unit.crud","Wed Dec 31 14:04:56 UTC 2025","passed","Wed Dec 31 14:04:56 UTC 2025","TestTaskCascade","test_task","",""
"","0","test_02","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","skipped","Wed Dec 31 14:04:58 UTC 2025","TestNoInspectionAvailable","test_no_inspection_available","",""
"","0","test_03","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","skipped","Wed Dec 31 14:04:58 UTC 2025","","test_search","",""
"","7","test_get_single","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestTask > TestGetTasksWithDoneInnerJoin","test_task","",""
"","0","test_defaultdict_memory_usage","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestDefaultDict","test_defaultdict","",""
"","0","test_is_lower[AIUEO@example.com]","tests.unit.schemas","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestCustomEmailStr > TestIsValid","test_common","",""
"","0","test_nested_defaultdict","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestDefaultDict","test_defaultdict","",""
"デフォルトの操作名のテスト","11","test_timeit_default_operation_name","tests.unit.helper","Wed Dec 31 14:04:57 UTC 2025","passed","Wed Dec 31 14:04:57 UTC 2025","TestTimeitContextManager","test_helper","",""
"
pydanticの入力値も必要
","0","test_07","tests.unit.schemas","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestTimezone","test_datetime_serialize","",""
"","0","test_03[value1]","tests.unit.schemas","Wed Dec 31 14:04:58 UTC 2025","skipped","Wed Dec 31 14:04:58 UTC 2025","TestJson","test_json","",""
"","6","test_criteria_is_db_value","tests.unit.crud","Wed Dec 31 14:04:57 UTC 2025","passed","Wed Dec 31 14:04:57 UTC 2025","TestUser > TestName","test_user","",""
"","5","test_get_single","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestTask > TestGetTasksWithDone","test_task","",""
"","0","test_02","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestFlatmap","test_flatmap","",""
"","0","test_01","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestTuple","test_tuple","",""
"並行実行のテスト","151","test_timeit_concurrent_execution","tests.unit.helper","Wed Dec 31 14:04:57 UTC 2025","passed","Wed Dec 31 14:04:57 UTC 2025","TestTimeitContextManager","test_helper","",""
"","0","test_1","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestNested > TestMethodB > TestConditionB","test_nested","",""
"","0","test_invalid_case","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestCase","test_case","",""
"正常実行時のテスト","100","test_timeit_normal_execution","tests.unit.helper","Wed Dec 31 14:04:57 UTC 2025","passed","Wed Dec 31 14:04:57 UTC 2025","TestTimeitContextManager","test_helper","",""
"カスタム例外での例外伝播テスト","0","test_timeit_with_custom_exception","tests.unit.helper","Wed Dec 31 14:04:57 UTC 2025","passed","Wed Dec 31 14:04:57 UTC 2025","TestTimeitContextManager","test_helper","",""
"","5","test_soft_destroyed_name","tests.unit.crud","Wed Dec 31 14:04:56 UTC 2025","passed","Wed Dec 31 14:04:56 UTC 2025","TestUser > TestName","test_user","",""
"","6","test_get_multiple","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestTask > TestGetTasksWithDone","test_task","",""
"ネストしたコンテキストのテスト","101","test_timeit_nested_context","tests.unit.helper","Wed Dec 31 14:04:57 UTC 2025","passed","Wed Dec 31 14:04:57 UTC 2025","TestTimeitContextManager","test_helper","",""
"","1","test_response_json","tests.scenario","Wed Dec 31 14:04:56 UTC 2025","passed","Wed Dec 31 14:04:56 UTC 2025","","test_healthcheck","",""
"","1","test_02[value1]","tests.unit.schemas","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestJson","test_json","",""
"","0","test_01","tests.unit.schemas","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestFieldSerializer","test_datetime_serialize","",""
"","0","test_one[前日]","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestAge","test_user","",""
"","1","test_one[1年前-1日]","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestAge","test_user","",""
"","0","test_for","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestForPythonista","test_for_pythonista","",""
"","0","test_ignore_none_is_true","tests.unit.helper","Wed Dec 31 14:04:57 UTC 2025","passed","Wed Dec 31 14:04:57 UTC 2025","TestDateTimeResolver > TestIsChronological","test_datetime_resolver","",""
"","9","test_delete_and_expunge","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestTask > TestGetTasksWithDoneInnerJoin > TestExpunge > TestOneToMany","test_task","",""
"","0","test_one[適当な年齢]","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestAge","test_user","",""
"","0","test_is_valid[AIUEO@example.com-True]","tests.unit.schemas","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestCustomEmailStr > TestIsValid","test_common","",""
"
TODO: 昔はこれでエラーになることがあった
","3","test_01","tests.unit.crud","Wed Dec 31 14:04:56 UTC 2025","passed","Wed Dec 31 14:04:56 UTC 2025","TestNpNan","test_np_nan","",""
"","0","test_pydantic_only_response","tests.unit.api","Wed Dec 31 14:04:56 UTC 2025","skipped","Wed Dec 31 14:04:56 UTC 2025","TestSpeedPydantic","test_pydantic","",""
"
pydanticの入力値も必要
","0","test_05","tests.unit.schemas","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestTimezone","test_datetime_serialize","",""
"","0","test_03[{""value"": {""a"": ""b""}}]","tests.unit.schemas","Wed Dec 31 14:04:58 UTC 2025","skipped","Wed Dec 31 14:04:58 UTC 2025","TestJson","test_json","",""
"","0","test_normal","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestDummyUser","test_inherit_enum","",""
"","9","test_02","tests.unit.crud","Wed Dec 31 14:04:57 UTC 2025","passed","Wed Dec 31 14:04:57 UTC 2025","TestUserRelationShip","test_user","",""
"","6","test_01","tests.unit.crud","Wed Dec 31 14:04:56 UTC 2025","passed","Wed Dec 31 14:04:56 UTC 2025","TestUser > TestName","test_user","",""
"","6","test_add_expunge","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestTask > TestGetTasksWithDoneInnerJoin > TestExpunge > Test1_1","test_task","",""
"
DBの kirimaru ではなく、Appで加工した「削除済ユーザ」で検索するので、Appを経由すると取得できない。
","5","test_cant_find_app_name","tests.unit.crud","Wed Dec 31 14:04:57 UTC 2025","passed","Wed Dec 31 14:04:57 UTC 2025","TestUser > TestName","test_user","",""
"
これを有効活用した方が早いのかも…。
","7","test_immediate","tests.unit.crud","Wed Dec 31 14:04:57 UTC 2025","passed","Wed Dec 31 14:04:57 UTC 2025","TestUserRelationShip","test_user","",""
"","0","test_02[value2]","tests.unit.schemas","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestJson","test_json","",""
"実行時間の精度テスト","201","test_timeit_execution_time_accuracy","tests.unit.helper","Wed Dec 31 14:04:57 UTC 2025","passed","Wed Dec 31 14:04:57 UTC 2025","TestTimeitContextManager","test_helper","",""
"","0","test_02","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","skipped","Wed Dec 31 14:04:58 UTC 2025","","test_json_assert","",""
"
tzありとtzありは比較可能
","0","test_01","tests.unit.schemas","Wed Dec 31 14:04:58 UTC 2025","passed","Wed Dec 31 14:04:58 UTC 2025","TestTimezone","test_datetime_serialize","",""
"","0","test_04","tests.unit.models","Wed Dec 31 14:04:58 UTC 2025","skipped","Wed Dec 31 14:04:58 UTC 2025","","test_search","",""
